0	0	5	85
1	73	5	48
1	65	3	29
1	14	0	0
2	95	3	100
3	80	2	65
2	54	3	2
1	52	0	0
4	100	0	0
3	87	2	82
2	80	2	65
3	58	3	10
4	71	2	43
5	35	0	0
1	55	3	5
2	92	4	95
1	77	4	58
3	36	0	0
5	72	1	45
2	88	2	86
2	52	0	0
4	81	2	67
2	82	2	70
1	82	4	70
4	67	2	32
1	12	0	0
3	88	1	85
1	71	3	43
2	63	3	24
1	93	1	97
2	18	0	0
3	52	0	0
1	75	4	54
0	0	3	7
3	21	0	0
2	44	0	0
1	9	0	0
2	94	2	100
3	15	0	0
1	37	0	0
4	92	2	94
4	8	0	0
2	77	4	57
3	32	0	0
4	41	0	0
0	0	4	32
3	97	0	0
1	86	4	80
2	47	0	0
3	51	0	0
2	89	4	86
2	65	2	27
2	98	0	0
2	52	0	0
1	99	0	0
3	82	2	71
2	73	3	48
2	94	4	100
4	36	0	0
3	42	0	0
1	92	3	94
1	50	0	0
3	67	3	34
1	44	0	0
0	0	6	68
3	45	0	0
1	45	0	0
3	82	3	70
2	64	2	27
2	100	0	0
2	97	0	0
1	78	5	60
4	85	2	76
3	100	0	0
2	83	2	73
1	81	4	68
1	64	4	27
4	93	2	97
2	54	4	1
3	65	1	29
4	72	1	46
2	77	4	58
2	24	0	0
2	70	4	41
2	88	3	84
2	56	4	8
3	45	0	0
3	18	0	0
3	98	0	0
1	92	4	93
1	45	0	0
2	97	0	0
3	96	0	0
6	88	0	0
2	28	0	0
3	40	0	0
1	62	4	21
2	98	0	0
2	63	3	23
1	74	1	51
1	10	0	0
2	82	3	69
2	63	1	24
2	92	3	95
4	58	2	12
0	0	4	49
2	71	2	44
3	76	3	55
1	100	0	0
3	76	3	56
2	89	4	87
2	60	3	17
2	53	0	0
3	73	0	0
2	85	3	77
3	59	1	14
1	55	5	4
2	58	4	12
1	94	5	100
2	79	3	61
3	37	0	0
2	72	4	46
4	81	2	67
2	90	3	90
0	0	6	88
2	56	4	7
2	44	0	0
2	72	3	45
1	76	4	56
2	65	4	29
5	56	0	0
0	0	5	91
1	50	0	0
1	85	4	78
1	14	0	0
1	72	5	45
3	40	0	0
1	75	5	52
1	98	0	0
2	56	4	6
2	67	4	32
2	76	4	56
4	84	1	75
1	79	3	62
1	46	0	0
2	67	3	32
2	42	0	0
3	73	3	48
2	89	4	86
1	81	4	68
2	63	1	24
3	79	3	62
1	69	3	39
3	74	2	50
2	85	4	77
1	3	0	0
3	71	2	42
2	96	0	0
1	79	4	63
3	80	2	65
2	59	3	15
2	97	0	0
2	80	4	65
2	80	3	64
2	76	3	56
3	93	2	96
1	65	5	30
2	78	4	60
3	55	2	4
4	76	2	56
2	79	2	63
3	67	3	34
3	49	0	0
2	92	4	94
4	85	0	0
2	98	0	0
2	1	0	0
2	76	3	55
2	41	0	0
2	87	3	82
0	0	3	62
3	92	2	94
2	95	0	0
1	79	5	62
3	27	0	0
3	20	0	0
0	0	4	82
2	98	0	0
5	26	0	0
3	48	0	0
2	47	0	0
3	71	3	43
2	48	0	0
2	24	0	0
2	90	3	88
1	91	4	92
4	72	2	47
4	75	2	53
1	71	4	43
2	80	3	65
5	80	1	65
1	73	4	47
2	68	3	35
0	0	3	11
2	79	3	62
2	58	3	11
1	95	0	0
2	37	0	0
1	97	0	0
2	11	0	0
1	46	0	0
2	97	0	0
3	61	2	20
4	92	1	94
2	69	4	39
2	21	0	0
2	59	3	15
1	38	0	0
1	86	4	79
3	94	1	98
5	92	1	95
3	72	2	46
1	21	0	0
2	97	0	0
3	47	0	0
1	49	0	0
2	15	0	0
4	84	2	74
2	49	0	0
2	65	2	28
3	95	0	0
1	76	3	54
2	94	3	99
3	81	3	68
3	79	1	62
3	71	1	43
2	85	3	78
2	48	0	0
2	26	0	0
1	52	0	0
2	93	3	97
0	0	2	17
3	32	0	0
4	7	0	0
3	41	0	0
3	70	3	41
2	74	3	50
1	43	0	0
2	91	2	91
2	84	2	75
2	66	3	31
3	69	2	39
3	73	3	49
2	76	3	55
1	99	0	0
2	65	4	28
3	92	2	93
3	100	0	0
0	0	6	65
2	61	2	18
3	41	0	0
2	58	4	12
5	65	0	0
3	86	1	78
2	80	1	65
2	30	0	0
3	28	0	0
1	92	4	94
4	65	2	29
2	44	0	0
3	63	2	24
1	44	0	0
4	87	2	81
2	57	3	8
0	0	4	62
2	67	3	34
2	97	0	0
5	90	1	90
1	52	0	0
0	0	4	35
4	44	0	0
1	82	5	70
1	58	3	12
4	79	2	62
2	81	4	68
3	33	0	0
2	79	3	63
2	68	3	37
3	80	2	65
1	88	3	83
3	64	3	25
6	90	0	0
1	78	2	60
2	44	0	0
3	79	2	63
1	54	5	1
3	59	3	14
2	90	3	90
1	79	4	63
1	74	4	51
3	62	3	20
2	67	1	35
3	70	3	41
1	74	3	51
2	78	3	60
1	55	4	3
3	87	3	81
2	59	4	14
1	67	2	34
3	38	0	0
3	92	1	94
4	88	2	84
2	66	4	31
2	40	0	0
2	67	2	33
0	0	5	11
0	0	6	14
3	20	0	0
2	72	3	44
4	51	0	0
2	46	0	0
0	0	4	34
0	0	6	36
3	87	1	81
1	34	0	0
2	85	3	76
2	76	3	54
1	92	4	95
2	59	3	13
0	0	5	94
2	8	0	0
5	91	1	93
2	96	0	0
4	91	1	92
4	45	0	0
1	74	5	51
2	94	3	100
2	77	4	59
1	84	3	75
4	100	0	0
2	84	4	74
2	88	4	84
2	98	0	0
3	91	2	92
2	5	0	0
1	97	0	0
2	24	0	0
2	28	0	0
2	28	0	0
3	34	0	0
2	89	4	86
3	87	2	82
2	86	4	79
2	79	4	63
1	50	0	0
2	46	0	0
3	47	0	0
2	68	3	35
3	54	3	1
4	56	1	7
4	85	2	78
2	25	0	0
2	80	3	65
3	96	0	0
2	96	0	0
2	94	4	99
2	99	0	0
1	84	3	75
3	40	0	0
2	38	0	0
1	53	0	0
1	54	3	3
2	83	2	72
3	97	0	0
2	74	4	51
1	79	3	62
4	49	0	0
3	88	3	84
2	92	3	95
3	19	0	0
1	75	4	53
4	99	0	0
1	50	0	0
1	81	4	68
5	38	0	0
3	52	0	0
4	62	2	22
2	25	0	0
3	40	0	0
2	92	3	94
1	50	0	0
2	94	4	99
3	81	2	67
1	71	3	43
0	0	4	60
1	60	2	16
3	38	0	0
2	59	4	15
3	64	1	26
3	100	0	0
4	93	1	96
4	14	0	0
2	8	0	0
3	51	0	0
2	97	0	0
1	80	4	65
3	65	1	29
3	1	0	0
3	25	0	0
3	53	0	0
2	2	0	0
2	26	0	0
5	87	0	0
1	96	0	0
3	52	0	0
3	88	2	85
4	64	2	27
2	78	3	61
3	83	3	73
1	68	4	35
1	10	0	0
3	80	3	64
3	48	0	0
1	60	5	16
3	55	2	5
0	0	5	20
1	60	3	15
2	99	0	0
2	86	4	80
3	47	0	0
2	77	3	58
1	62	4	20
2	39	0	0
3	95	0	0
2	96	0	0
3	65	1	29
4	75	1	53
4	99	0	0
4	65	1	29
1	42	0	0
1	61	5	18
3	74	1	51
2	38	0	0
4	36	0	0
2	1	0	0
2	36	0	0
4	87	1	83
2	80	4	65
5	41	0	0
1	60	4	16
3	96	0	0
1	76	4	56
0	0	5	23
1	39	0	0
1	32	0	0
3	67	3	34
1	64	5	25
0	0	6	53
4	63	2	23
2	72	3	45
3	77	3	58
1	61	4	19
1	80	4	65
0	0	4	84
1	100	0	0
3	79	3	63
4	97	0	0
2	73	3	47
3	60	2	15
3	82	0	0
2	96	0	0
2	46	0	0
4	13	0	0
1	83	4	72
3	88	2	84
1	59	2	13
1	95	0	0
4	76	1	56
3	85	2	77
2	60	4	17
3	31	0	0
5	57	0	0
2	92	3	93
2	66	2	30
2	58	4	12
4	90	2	90
4	83	2	73
4	78	2	61
0	0	5	60
3	27	0	0
4	94	1	100
2	93	3	96
2	55	3	4
1	70	4	41
3	85	3	76
4	80	2	65
4	89	2	88
0	0	6	30
1	28	0	0
3	94	3	98
2	59	3	14
3	89	2	86
2	36	0	0
3	76	3	56
4	97	0	0
2	92	4	95
2	86	4	80
1	78	5	59
2	82	2	70
1	100	0	0
2	24	0	0
0	0	5	52
3	37	0	0
1	89	2	88
2	95	0	0
0	0	4	52
4	86	1	79
2	78	3	60
1	79	4	63
0	0	4	71
3	42	0	0
3	78	2	60
3	70	2	40
4	86	2	80
4	69	1	38
3	99	0	0
3	84	3	74
3	72	2	46
0	0	6	19
2	74	3	50
3	17	0	0
1	80	4	64
1	82	4	70
1	5	0	0
1	63	4	25
1	71	4	44
2	39	0	0
5	61	1	19
3	74	3	51
1	53	0	0
4	84	2	74
1	35	0	0
2	84	2	75
3	76	3	56
3	48	0	0
2	52	0	0
2	39	0	0
0	0	5	46
1	80	4	66
2	78	2	60
0	0	3	29
3	52	0	0
3	60	1	15
4	62	1	21
1	7	0	0
1	50	0	0
1	61	4	18
2	75	4	52
2	91	3	93
2	91	3	92
3	27	0	0
2	57	4	9
3	99	0	0
3	82	2	69
3	76	3	56
2	89	3	88
3	66	3	31
2	15	0	0
1	88	2	84
1	93	4	95
3	53	0	0
3	88	1	85
1	93	2	98
5	68	1	37
2	97	0	0
2	61	4	19
5	98	0	0
3	28	0	0
3	78	2	60
2	62	4	22
1	88	5	83
1	82	4	69
1	69	4	37
4	75	2	53
2	75	4	53
2	37	0	0
1	79	4	62
0	0	4	100
1	29	0	0
4	98	0	0
4	58	2	10
2	61	3	18
1	90	3	89
3	91	3	92
0	0	4	69
2	87	2	81
1	8	0	0
1	65	2	30
2	44	0	0
2	58	3	11
3	45	0	0
4	93	2	97
5	97	0	0
1	61	4	19
0	0	5	21
2	45	0	0
2	42	0	0
2	79	3	64
3	92	3	93
0	0	5	59
2	63	2	23
2	45	0	0
4	37	0	0
1	86	3	79
3	70	1	40
5	23	0	0
1	78	4	60
1	92	3	94
3	88	1	84
1	50	0	0
1	65	5	27
3	90	1	89
2	73	4	48
4	27	0	0
0	0	4	35
3	54	2	2
1	89	2	88
4	100	0	0
2	71	3	43
2	28	0	0
2	40	0	0
3	75	3	54
0	0	4	67
2	94	2	98
3	4	0	0
2	85	2	77
2	89	2	88
2	82	2	71
3	42	0	0
3	56	2	7
0	0	4	72
0	0	3	53
2	55	3	4
3	80	3	65
3	46	0	0
2	29	0	0
1	30	0	0
1	71	5	43
2	83	3	72
3	63	3	24
4	72	1	47
4	91	2	92
1	6	0	0
2	91	3	91
3	61	3	19
3	24	0	0
5	45	0	0
2	80	0	0
2	74	4	50
2	92	4	95
3	63	3	24
3	69	3	39
2	31	0	0
3	26	0	0
2	45	0	0
3	90	3	88
3	16	0	0
2	46	0	0
4	52	0	0
2	59	3	13
4	76	2	56
1	74	1	49
1	67	4	34
1	47	0	0
2	98	0	0
1	98	0	0
2	53	0	0
1	26	0	0
1	28	0	0
3	48	0	0
4	78	2	59
4	80	2	66
1	70	5	42
2	76	4	56
1	80	0	0
3	50	0	0
2	97	0	0
2	12	0	0
2	14	0	0
1	38	0	0
4	53	0	0
2	2	0	0
2	60	3	17
2	74	3	50
3	68	2	37
1	90	3	89
3	48	0	0
3	50	0	0
3	44	0	0
4	63	1	24
2	70	3	42
3	61	1	19
0	0	5	49
2	89	4	87
2	34	0	0
3	100	0	0
3	75	3	52
1	71	3	43
4	68	2	36
3	83	3	72
3	71	3	42
2	98	0	0
1	80	3	64
3	94	2	100
2	100	0	0
3	72	2	45
4	52	0	0
1	18	0	0
2	43	0	0
1	44	0	0
1	65	3	29
2	11	0	0
2	36	0	0
3	92	2	95
1	91	3	92
2	91	3	91
2	42	0	0
2	69	4	39
3	74	3	51
1	46	0	0
3	71	1	42
1	57	3	8
3	96	0	0
1	92	4	95
1	91	5	92
1	59	4	14
3	27	0	0
2	44	0	0
3	78	1	61
1	97	0	0
2	92	3	94
3	30	0	0
3	64	3	26
3	62	2	21
1	82	4	70
2	44	0	0
2	41	0	0
2	85	2	77
3	37	0	0
1	74	4	50
1	95	0	0
0	0	4	81
2	61	3	20
3	80	2	65
3	78	2	60
1	27	0	0
3	90	2	89
3	96	0	0
2	27	0	0
1	34	0	0
1	24	0	0
1	62	4	22
2	2	0	0
1	18	0	0
2	60	3	17
4	53	0	0
3	93	3	96
2	94	4	99
1	54	3	2
2	55	2	5
0	0	5	51
1	72	5	46
2	67	4	33
3	91	2	93
2	66	2	31
1	98	0	0
4	97	0	0
2	53	0	0
3	86	3	79
2	64	2	25
0	0	5	70
1	63	3	24
2	89	4	87
3	100	0	0
1	81	3	67
2	81	3	67
2	78	1	61
1	13	0	0
1	16	0	0
3	29	0	0
2	44	0	0
2	76	3	55
2	81	4	67
1	58	4	11
2	29	0	0
2	26	0	0
2	56	3	7
0	0	5	57
1	71	4	43
1	47	0	0
3	54	2	1
2	99	0	0
2	41	0	0
2	96	0	0
3	34	0	0
2	95	0	0
3	55	3	5
2	45	0	0
2	57	4	9
1	83	4	72
2	29	0	0
3	97	0	0
3	70	3	41
1	26	0	0
3	100	0	0
3	75	1	53
1	96	0	0
4	85	1	78
2	85	3	76
0	0	6	19
3	51	0	0
1	21	0	0
2	86	4	80
1	60	4	17
1	63	4	23
1	75	5	52
2	100	0	0
2	67	3	33
2	36	0	0
1	17	0	0
1	33	0	0
2	81	1	68
4	6	0	0
1	64	5	25
2	55	2	4
1	20	0	0
2	28	0	0
2	79	2	63
4	64	2	27
4	43	0	0
3	90	2	89
3	90	1	90
3	87	2	83
2	89	4	88
3	16	0	0
3	85	2	78
1	54	4	1
1	49	0	0
4	89	1	86
4	82	2	69
2	82	4	71
2	45	0	0
3	70	2	40
2	47	0	0
3	52	0	0
2	78	2	59
0	0	5	42
1	35	0	0
1	29	0	0
1	100	0	0
2	54	3	2
2	79	3	63
2	38	0	0
5	99	0	0
1	86	4	80
1	77	5	57
2	32	0	0
3	51	0	0
4	59	2	13
2	98	0	0
3	33	0	0
2	57	2	9
2	8	0	0
1	70	3	40
2	78	1	60
1	12	0	0
3	81	3	66
2	90	3	89
1	90	4	90
2	47	0	0
2	66	3	32
2	63	3	24
2	30	0	0
2	87	3	82
1	78	4	60
1	81	5	68
2	71	4	42
4	68	0	0
1	86	3	81
2	21	0	0
1	35	0	0
1	4	0	0
2	97	0	0
1	98	0	0
3	51	0	0
2	41	0	0
1	12	0	0
1	89	2	88
4	90	2	90
3	54	3	3
3	84	2	75
4	91	2	93
2	18	0	0
1	65	5	30
3	16	0	0
3	26	0	0
2	61	3	19
5	36	0	0
4	12	0	0
1	85	3	77
2	98	0	0
4	56	2	6
2	45	0	0
1	74	3	50
4	20	0	0
2	13	0	0
2	83	3	73
4	48	0	0
2	81	3	67
2	78	4	61
4	61	2	18
4	97	0	0
2	98	0	0
4	98	0	0
2	87	4	83
2	99	0	0
1	69	1	37
2	81	4	67
2	96	0	0
1	15	0	0
5	93	1	97
3	90	3	90
3	95	0	0
2	67	3	34
1	45	0	0
3	53	0	0
3	82	3	69
2	94	2	100
3	65	3	27
5	85	0	0
2	12	0	0
3	80	2	65
4	95	0	0
2	36	0	0
4	84	2	75
4	96	0	0
2	8	0	0
4	76	2	55
1	76	5	55
2	64	3	25
3	94	2	99
2	97	0	0
2	91	3	91
1	55	4	5
1	1	0	0
1	77	5	58
4	56	2	6
2	99	0	0
3	89	2	87
3	94	1	100
2	71	4	43
4	83	2	72
2	76	2	55
1	91	5	91
3	23	0	0
3	92	2	94
3	88	3	85
4	93	1	95
1	53	0	0
2	89	3	87
2	81	2	68
2	84	2	75
3	59	2	15
2	22	0	0
1	31	0	0
2	43	0	0
2	77	3	57
3	78	2	59
3	51	0	0
2	64	4	27
1	98	0	0
3	73	3	48
2	35	0	0
4	46	0	0
1	64	2	25
2	47	0	0
1	39	0	0
3	93	2	96
2	90	3	90
0	0	2	1
6	72	0	0
3	60	3	17
3	81	2	67
3	52	0	0
2	96	0	0
5	40	0	0
2	84	3	74
2	72	3	47
4	21	0	0
2	26	0	0
3	75	2	53
2	95	0	0
2	56	4	7
1	88	3	84
2	49	0	0
4	41	0	0
2	57	2	10
2	44	0	0
3	92	3	95
2	90	3	89
3	90	3	90
4	24	0	0
3	87	2	81
2	53	0	0
2	32	0	0
3	57	3	9
4	40	0	0
1	82	5	70
3	88	2	84
1	67	4	32
3	58	2	11
1	52	0	0
4	45	0	0
3	25	0	0
2	62	3	22
2	95	0	0
1	84	5	75
4	89	0	0
2	84	4	75
2	85	3	77
5	97	0	0
1	69	4	39
3	88	3	84
2	85	1	76
4	98	0	0
3	7	0	0
3	79	1	62
4	8	0	0
3	33	0	0
1	77	5	57
3	91	1	91
2	91	4	92
1	95	0	0
4	83	2	73
2	65	1	28
3	20	0	0
2	97	0	0
2	80	3	65
1	75	5	53
1	67	4	35
4	88	0	0
3	41	0	0
3	39	0	0
3	90	2	89
4	64	1	26
3	89	1	87
2	57	2	10
2	91	1	91
3	52	0	0
2	71	4	44
3	55	3	4
1	95	0	0
1	85	3	76
2	97	0	0
3	54	3	1
1	82	4	70
2	66	2	31
4	14	0	0
5	100	0	0
2	9	0	0
1	59	3	15
2	74	2	50
3	11	0	0
3	31	0	0
3	66	3	30
3	10	0	0
2	81	0	0
2	97	0	0
3	59	2	14
3	89	3	87
2	80	3	65
1	91	5	91
1	55	4	3
2	35	0	0
1	65	2	28
1	60	4	16
4	83	1	73
0	0	6	14
3	43	0	0
0	0	4	29
2	64	4	25
3	29	0	0
4	51	0	0
2	76	2	55
3	60	3	17
5	78	1	59
0	0	3	40
3	70	2	40
2	98	0	0
1	13	0	0
2	100	0	0
1	63	4	24
4	16	0	0
0	0	3	90
3	96	0	0
3	66	1	30
1	82	5	70
3	100	0	0
1	60	4	17
3	86	3	80
5	78	0	0
3	19	0	0
3	75	1	53
3	73	3	47
3	64	1	26
1	48	0	0
2	28	0	0
1	71	5	43
3	99	0	0
4	77	2	57
1	46	0	0
2	45	0	0
4	74	2	50
3	93	3	98
1	75	5	54
2	90	3	89
2	83	2	72
4	18	0	0
2	56	3	6
3	36	0	0
1	34	0	0
5	91	1	92
1	73	4	48
2	91	3	91
2	27	0	0
3	75	3	53
0	0	5	51
2	62	2	20
2	76	4	54
2	85	3	77
1	24	0	0
1	70	3	42
2	93	3	96
1	83	5	72
3	25	0	0
2	25	0	0
2	73	3	48
1	88	3	85
2	65	1	28
4	50	0	0
1	96	0	0
4	83	2	71
3	83	1	72
3	1	0	0
3	18	0	0
0	0	4	82
2	81	2	68
1	38	0	0
2	25	0	0
1	5	0	0
4	81	2	69
3	96	0	0
